Carimbo de data/hora,ID,Squad,SS _Comunicação clara e objetiva,SS _Atendimento ao cliente,SS _Relação interpessoal,SS _Gestão de tempo,SS _Autogerenciamento,BI _Tableau,BI _Power BI,BI _Qlik,BI _AWS Quicksight,BI _MicroStrategy,BI _Pentaho Schema Workbench,BI _Pentaho Report Designer,BI _Oracle BI,BI _SAP Web Intelligence,BI _SAP Crystal Reports,BI _SAP BO,Analy_ PREP _Alteryx,Analy_ PREP _SAS,Analy_ PREP _Pentaho Data Integration,Analy_ PREP _Power Center,Analy_ PREP _SAP Analytics Cloud,Analy_ PREP _Oracle Data Integration,Analy_ PREP _SQL Server Integration Services,LingProg_Python,LingProg_Java,LingProg_SQL,LingProg_R,LingProg_Scala,LingProg_SAS,LingProg_C#,LingProg_SPSS,LingProg_Java Script,LingProg_C,LingProg_C++,BD_SQL Server,BD_Oracle,BD_Postgree SQL,BD_MySQL,BD_MongoDB,BD_Teradata,BD_Snowflake,BD_Access,BigData_Hadoop _Hadoop,BigData_Hadoop _MapReduce,BigData_Hadoop _Hive,BigData_Hadoop _HBase,BigData_Hadoop _Splunk,BigData_Hadoop _Horton works (HDP),BigData_Hadoop _Spark,BigData_Hadoop _Cloudera,BigData_Hadoop _Sqoop,BigData_Hadoop _NiFi,BigData_Hadoop _Flume,BigData_Hadoop _Kafka,BigData_Google Cloud Platform (GCP) _Google Cloud,BigData_Google Cloud Platform (GCP) _Big Query,BigData_Amazon Web Services (AWS) _S3,BigData_Amazon Web Services (AWS) _EC2,BigData_Amazon Web Services (AWS) _Lambda,BigData_Amazon Web Services (AWS) _Glue,BigData_Amazon Web Services (AWS) _Redshift,BigData_Amazon Web Services (AWS) _Spectrum,BigData_Amazon Web Services (AWS) _Athena,BigData_Amazon Web Services (AWS) _RDS,BigData_Microsoft Azure _Microsoft Azure,BigData_Microsoft Azure _Synapse,BigData_Microsoft Azure _Databricks,BigData_Microsoft Azure _SQL Database,BigData_Microsoft Azure _Azure SQL,GrauInstrucao,"Graduação - preencha com:
> nome do curso
> nome da instituição de ensino onde estuda/estudou
> ano/período que está/se formou","Pós-graduação/MBA - preencha com:
> nome do curso
> nome da instituição de ensino onde estuda/estudou
> ano/período que está/se formou",Idiomas_Inglês,Idiomas_Espanhol,Idiomas_Alemão,Idiomas_Francês,Certif_Tableau _Tableau Desktop Specialist,Certif_Tableau _Tableau Desktop Associate,Certif_Tableau _Tableau Server,Certif_Tableau _Tableau Certified Professional,Certif_Tableau _TtT,Certif_Tableau _Tableau Certified Associate Consultant,Certif_Tableau _Tableau Certified Associate Architect,Certif_Alteryx _Alteryx Design Core,Certif_Alteryx _Alteryx Design Advanced,Certif_Alteryx _Alteryx Partner Server Technical,Certif_Alteryx _Alteryx Partner Server Implementation,Certif_Alteryx _Alteryx Partner Certification,Certif_Alteryx _Alteryx Design Expert,"Você possui certificações não citadas acima? Se sim, quais?",Há quanto tempo você trabalha em TI?,Há quanto tempo você trabalha com Analytics?,Nome da última empresa na qual trabalhou,Última função exercida (na última empresa),Em qual período você trabalhou nesta empresa?,Você se declara ciente dos termos acima?,,DEV IDEs _VSCode,DEV IDEs _Jupyter,DEV IDEs _Zeppelin,Orchestration _Airflow,Orchestration _Prefect,Metodologia de Projetos _Scrum,Metodologia de Projetos _Kanban,Metodologia de Projetos _Cascata (Waterfall),Metodologia de Projetos _Lean,UX/UI _Figma,UX/UI _Storytelling,UX/UI _Visualization Best Practices,UX/UI _Design,Certif_AWS _AWS Cloud Practitioner,Certif_AWS _AWS Specialty - Data Analytics,Certif_AWS _AWS DevOps,Analy_ PREP _Talend Data Integration,Certif_AWS _Alteryx Partner Server Implementation,Certif_AWS _Alteryx Partner Certification,Certif_AWS _Alteryx Design Expert,Orchestration _Zeppelin,DEV IDEs _SQL Database,DEV IDEs _Azure SQL
15/02/2024 10:55:57,42,Transformers,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,4,1,1,1,1,1,1,1,1,3,2,3,3,2,3,3,1,3,3,3,2,2,1,4,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,4,3,4,3,4,Ensino superior incompleto,Ciências da Computação/ Estácio de Sá/ Termino 2024,Não,3,2,1,1,,,,,,,,,,,,,,,2 anos,2 anos,Blueshift,Engenheiro de dados,05/22 - 01/24,Sim,,4,3,1,1,1,3,3,1,1,1,2,2,1,,,,,,,,,,
02/05/2023 12:53:33,43,Transformers,3,3,4,4,3,4,3,3,2,1,4,2,2,1,1,1,4,2,4,2,1,1,3,4,2,4,3,1,1,2,1,2,1,1,4,3,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,2,2,Ensino superior completo,Análise e Desenvolvimento de Sistemas - Fametro - 2015,,2,2,1,1,,,,,,,,Selecione se você já possui,,,,,,"Alteryx Foundational Micro-Credential, Scrum Foundation Professional",10 anos,6 anos,Dr,Tech Lead,Dezembro 2022 - Abril 2023,Sim,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2023 16:02:19,44,Jedis,3,3,3,3,3,3,2,,,,1,1,,,,,3,,2,,,,1,1,,3,,,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,1,,,1,1,Ensino superior incompleto,Ciências Contábeis - Fametro - 8 período,,3,,,,,,,,,,,,,,,,,,4 anos,4 anos,AlmaViva,Analista de MIS pleno,set/2015 - mar/2022,Sim,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2024 10:23:57,45,Jedis,3,3,3,2,3,1,1,,,,,,,,,,,,,,,,,2,1,1,,,,,,2,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,Pós-graduação/MBA incompleto,Publicidade e Propaganda - UNIP - 2014,Desenvolvimento FullStack - PUC-Minas - 03/2025,2,1,1,1,,,,,,,,,,,,,,,10 meses,0,WUNDER,Sales Development Coordinator Jr.,novembro 2018 - abril 2019,Sim,,3,,,,,1,1,,,1,,,,,,,,,,,,,
10/01/2024 10:06:00,46,Jedis,3,3,3,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Ensino superior completo,Bacharel em Ciêcnias da Computação - Universidade Nove de Julho - 2002,,3,2,1,1,,,,,,,,,,,,,,,16 anos.,2 anos e 4 mêses.,Mindlabs,Desenvolvedor III,Maio 2021 - Dezembro 2023,Sim,,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
28/10/2024 20:24:39,47,Jedis,3,3,3,3,3,4,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,2,3,2,1,4,2,1,1,1,1,1,1,1,4,4,3,3,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,2,1,1,1,3,4,3,Pós-graduação/MBA completo,Processamento de Dados / Universidade Mackenzie / 199',Lato Sensu Informática / Universidade Mackenzie / 1992  // MBA Gestão Negócios (Agribusiness) / USP (Fundace-Pensa) / 2005,3,1,1,1,,,,,,Selecione se você já possui,,,,,,,,,33 anos,20 anos,Magazine Luiza (Consultoria: FC Moreno),Consultor BI Sr.,julho 2014 - setembro 2015,Sim,,1,1,1,1,1,3,3,1,1,3,3,4,4,,,,1,,,,,,
01/11/2024 15:50:19,48,Jedis,3,2,2,2,3,3,2,,,,,,,,,,,,,,,,,4,3,3,,,,2,,2,3,3,2,3,1,1,2,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,3,,1,2,2,Ensino superior incompleto,"ANÁLISE E DESENVOLVIMENTO DE SISTEMAS (NOTURNO), FIAP - fevereiro de 2023 a dezembro de 2024 (tecnólogo)",,3,2,,,,,,,,,,,,,,,,,9 mesês,9 mesês,Minha primeira empresa é a própria Five,...,....,Sim,,4,1,,,,3,2,1,,2,1,,2,,,,,,,,,,
04/04/2024 09:26:37,49,Highlanders,3,3,3,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,4,2,1,1,1,1,1,1,1,4,2,3,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Pós-graduação/MBA completo,"Redes de Computadores-UNEB Brasília-2006
Matemática-UNITER-Em curso,segundo sementre",Gestão de Projetos de Engenharia de Software-UPIS Brasília-2007,5,2,,,,,,,,,,,,,,,,,35 anos,10 anos,Copercampos Ltda.,Supervisor de Projetos,Julho de 2021 a maio de 2023,Sim,,3,3,1,1,1,3,3,4,3,2,2,2,3,,,,1,,,,,,
11/03/2024 16:11:38,50,Highlanders,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,Pós-graduação/MBA completo,Engenharia de Produção - IFES Cariacica - 2020,"Tecnologia para Negócios: AI, Data Science e Big Data",5,1,3,1,,Selecione se você já possui,,,,,,,,,,,,"Scrum Foundation - Professional Certificate (SFPC)
Data Strategy Consultant - Datentreiber
Black Belt Six Sigma - RL
Partner Sales Accreditation da Tableau
Trilha do Tableau Blueprint",7 anos,7 anos,Global Touch,Especialista em Dados,Março 2023 - Março 2024,Sim,,1,1,1,1,1,4,4,4,4,3,3,4,4,,,,1,,,,,,
17/04/2024 13:42:58,51,Transformers,3,4,4,3,4,5,5,4,4,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ensino superior completo,Sistemas de informação,,5,5,1,1,,Selecione se você já possui,,,,,,,Selecione se você já possui,,,,,"Sim, 10",6,6,a,Analytics engineer,2023,Sim,,5,5,4,5,4,5,5,3,3,5,5,5,5,,,,5,,,,,,
26/01/2023 09:42:08,52,Jedis,4,4,4,4,4,5,,,,,,,,,,,4,2,2,,,,,2,,4,,,2,,1,,,,,,,,,,,,2,2,3,,,,,1,,,,,,2,,,,,,,,,,,,,,Mestrado Incompleto,Mecatrônica - Universidades Estácios (incompleto); Design de Projeto de Produtos - PUC-Rio (incompleto); Engenharia - PUC-Rio (incompleto); Ciências Econômicas - Ibmec Business School - 2014/2 (completo),CBA em Gestão por Processos no Ibmec (incompleto) - Mestrado em Economia na FGV (incompleto) - Mestrado em Administração no Ibmec (incompleto) - Mestrado em Economia no Ibmec (incompleto),2,,,,,,,,,,,,,,,,,,6 anos,8 anos,Tellus,Consultor/Líder,10/2017 - 04/2018,Sim,,,,,,,,,,,,,,,,,,,,,,,,
31/05/2024 23:03:42,53,Transformers,2,3,2,3,3,2,2,,,2,2,,,,,,,,3,,,,3,3,3,3,,,,,,3,,,3,3,3,3,3,,,3,2,,,,,,2,,,2,,,2,3,3,2,2,3,,,3,,2,3,3,3,3,Pós-graduação/MBA completo,Administração em Sistemas de Informação - União Educacional de Brasília - 2007,Sistemas para WEB - UNOPAR - 2013,3,2,,,,,,,,,,,,,,,,,20 anos,5 anos,Controladoria Geral do Distrito Federal,DBA,Abril 2019 - Abril 2022,Sim,,3,2,,2,,3,,,,,,,,,,,,,,,,,
10/04/2024 17:11:17,54,Jedis,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3,1,4,1,1,1,1,1,1,1,1,3,4,3,3,2,1,1,1,2,2,2,2,1,1,3,1,1,1,1,2,2,3,2,2,1,1,3,1,1,2,2,1,3,1,1,Pós-graduação/MBA completo,REDES DE COMPUTADORES - FIAP - 2013,GESTÃO E ARQUITETURA DE TI - FIAP - 2017,4,1,1,1,,,,,,,,,,,,,,Não,13 anos,5 anos,SKY,Engenheiro de Dados,março 2019 - março 2024,Sim,,3,3,1,2,1,3,3,1,1,1,1,1,1,,,,1,,,,,,
29/10/2024 15:32:56,55,Avengers,3,3,2,1,1,5,1,4,1,2,1,1,2,1,2,2,3,1,1,1,1,2,3,3,2,4,2,2,2,3,1,2,1,1,4,4,4,4,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,1,2,1,1,1,1,1,1,Ensino superior completo,Analise e desenvolvimento de sistemas - anhanguera,,2,1,1,1,,,,,,,,,,,,,,,20+ anos,9 anos,SADE BI Consultoria,Consultor Qlikview,2014,Sim,,3,3,1,2,1,3,3,2,2,2,2,3,2,,,,2,,,,,,
17/07/2024 17:33:55,56,Transformers,4,4,4,2,3,1,3,1,2,1,1,1,1,1,1,1,1,3,4,1,1,2,3,4,1,4,1,1,3,4,1,1,1,1,4,4,4,4,3,4,1,1,4,2,4,3,1,1,4,2,1,4,1,2,1,1,4,4,1,2,2,1,4,1,4,4,4,4,4,Ensino superior incompleto,Analise e desenvolvimento de sistemas - ENIAC - 4° semestre,,2,2,1,1,,,,,,,,,,,,,,"Sim tenho algumas certificações Azure, incluindo a DP-203 Data Engineering e Airflow.",4 anos,3 anos,Jump Label,Engenheiro de Dados Pleno,Janeiro de 2023 - Junho de 2024,Sim,,4,4,1,4,1,4,4,1,1,4,3,3,3,,,,2,,,,,,
28/10/2024 10:28:00,57,Transformers,3,3,4,2,3,4,3,2,1,1,1,1,1,1,1,1,4,1,1,3,1,1,2,2,1,4,1,1,1,1,1,2,1,1,4,1,2,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,2,1,3,3,2,Ensino superior completo,"Analise e Desenvolvimento de Sistemas 
Estácio
2003-2006",,2,1,1,1,,,,,,,,,,,,,,,Desde 2009,Desde 2012,Libra Ligas do Brasil,Analista de Sistemas,março 2020 - Abril 2022,Sim,,2,1,1,2,1,3,3,3,3,3,3,1,3,,,,1,,,,,,
